0,267.7446882
0.1,280.4575212
0.2,293.1067238
0.3,305.6606794
0.4,318.0880096
0.5,330.3576527
0.6,342.4389409
0.7,354.3016773
0.8,365.9162112
0.9,377.2535123
1,388.2852434
1.1,398.9838307
1.2,409.3225335
1.3,419.2755102
1.4,428.8178838
1.5,437.9258032
1.6,446.5765033
1.7,454.748362
1.8,462.4209537
1.9,469.5751011
2,476.1929225
2.1,482.2578768
2.2,487.7548048
2.3,492.6699669
2.4,496.9910779
2.5,500.7073373
2.6,503.8094562
2.7,506.2896811
2.8,508.1418127
2.9,509.3612216
3,509.9448599
3.1,509.8912688
3.2,509.2005823
3.3,507.8745267
3.4,505.9164165
3.5,503.3311459
3.6,500.1251768
3.7,496.3065224
3.8,491.8847273
3.9,486.8708438
4,481.277404
4.1,475.1183885
4.2,468.4091917
4.3,461.166583
4.4,453.4086652
4.5,445.1548291
4.6,436.425705
4.7,427.243111
4.8,417.629999
4.9,407.6103967
5,397.2093479
5.1,386.4528498
5.2,375.367788
5.3,363.9818695
5.4,352.323553
5.5,340.4219783
5.6,328.3068931
5.7,316.0085789
5.8,303.5577751
5.9,290.9856021
6,278.3234838
6.1,265.6030689
6.2,252.8561519
6.3,240.1145934
6.4,227.4102407
6.5,214.774848
6.6,202.2399972
6.7,189.837019
6.8,177.5969143
6.9,165.5502769
7,153.7272173
7.1,142.157287
7.2,130.8694046
7.3,119.8917841
7.4,109.2518637
7.5,98.97623781
7.6,89.09059005
7.7,79.61962941
7.8,70.58702836
7.9,62.0153637
8,53.92606012
8.1,46.33933668
8.2,39.27415623
8.3,32.74817803
8.4,26.77771365
8.5,21.37768613
8.6,16.56159272
8.7,12.34147116
8.8,8.727869542
8.9,5.729819995
9,3.354816082
9.1,1.608794073
9.2,0.496118116
9.3,0.019569321
9.4,0.180338811
9.5,0.978024747
9.6,2.410633328
9.7,4.474583781
9.8,7.164717303
9.9,10.47430996
10,14.3950895
10.1,18.91725601
10.2,24.02950643
10.3,29.71906279
10.4,35.97170418
10.5,42.77180223
10.6,50.10236026
10.7,57.94505567
10.8,66.28028583
10.9,75.08721698
11,84.34383639
11.1,94.02700734
11.2,104.1125269
11.3,114.5751866
11.4,125.3888352
11.5,136.5264442
11.6,147.9601755
11.7,159.6614505
11.8,171.6010222
11.9,183.749048
12,196.075164
12.1,208.5485614
12.2,221.1380632
12.3,233.8122023
12.4,246.5392998
12.5,259.2875446
12.6,272.0250728
12.7,284.7200472
12.8,297.340737
12.9,309.855597
13,322.2333465
13.1,334.4430477
13.2,346.4541826
13.3,358.2367298
13.4,369.7612388
13.5,380.9989045
13.6,391.9216386
13.7,402.5021399
13.8,412.7139627
13.9,422.5315827
14,431.930461
14.1,440.8871052
14.2,449.3791286
14.3,457.3853053
14.4,464.8856241
14.5,471.8613383
14.6,478.295012
14.7,484.1705644
14.8,489.4733098
14.9,494.1899941
15,498.3088279
15.1,501.8195164
15.2,504.7132846
15.3,506.9828996
15.4,508.6226887
15.5,509.6285531
15.6,509.9979787
15.7,509.7300422
15.8,508.8254132
15.9,507.2863529
16,505.1167081
16.1,502.3219018
16.2,498.9089195
16.3,494.886292
16.4,490.2640736
16.5,485.0538176
16.6,479.2685469
16.7,472.9227216
16.8,466.0322029
16.9,458.6142137
17,450.687295
17.1,442.27126
17.2,433.3871443
17.3,424.0571537
17.4,414.3046082
17.5,404.1538842
17.6,393.6303531
17.7,382.7603184
17.8,371.5709494
17.9,360.0902137
18,348.3468073
18.1,336.3700824
18.2,324.1899747
18.3,311.8369281
18.4,299.3418188
18.5,286.735878
18.6,274.050614
18.7,261.3177335
18.8,248.5690619
18.9,235.8364643
19,223.1517655
19.1,210.5466708
19.2,198.0526862
19.3,185.7010403
19.4,173.5226056
19.5,161.547822
19.6,149.8066202
19.7,138.3283471
19.8,127.1416923
19.9,116.2746167
20,105.7542823
20.1,95.60698453
20.2,85.85808625
20.3,76.53195466
20.4,67.65190025
20.5,59.24011851
20.6,51.31763453
20.7,43.90425038
20.8,37.01849568
20.9,30.67758121
21,24.89735596
21.1,19.69226749
21.2,15.0753258
21.3,11.05807085
21.4,7.65054368
21.5,4.861261333
21.6,2.697195563
21.7,1.163755407
21.8,0.264773667
21.9,0.00249733
22,0.377581949
22.1,1.389090008
22.2,3.034493264
22.3,5.309679066
22.4,8.208960635
22.5,11.72509127
22.6,15.84928249
22.7,20.57122596
22.8,25.87911927
22.9,31.75969545
23,38.19825614
23.1,45.17870828
23.2,52.68360438
23.3,60.6941861
23.4,69.19043116
23.5,78.15110338
23.6,87.55380574
23.7,97.37503638
23.8,107.5902473
23.9,118.1739059
24,129.0995585
24.1,140.3398965
24.2,151.8668252
24.3,163.651533
24.4,175.6645645
24.5,187.8758932
24.6,200.2549972
24.7,212.7709353
24.8,225.392424
24.9,238.0879162
25,250.8256798
25.1,263.573877
25.2,276.3006441
25.3,288.9741706
